Date,Longitude,Latitude,Model,Scenario,Variable,Value
1974-02-01,-122.6792,45.5208,ens-avg,historical,tasmax,283.544921875
1974-03-01,-122.6792,45.5208,ens-avg,historical,tasmax,286.05419921875
1974-04-01,-122.6792,45.5208,ens-avg,historical,tasmax,289.4432373046875
1974-05-01,-122.6792,45.5208,ens-avg,historical,tasmax,292.4661865234375
1974-06-01,-122.6792,45.5208,ens-avg,historical,tasmax,295.4302062988281
1974-07-01,-122.6792,45.5208,ens-avg,historical,tasmax,299.5270690917969
1974-08-01,-122.6792,45.5208,ens-avg,historical,tasmax,299.7022705078125
1974-09-01,-122.6792,45.5208,ens-avg,historical,tasmax,297.1289978027344
1974-10-01,-122.6792,45.5208,ens-avg,historical,tasmax,291.3297119140625
1974-11-01,-122.6792,45.5208,ens-avg,historical,tasmax,284.7433166503906
1974-12-01,-122.6792,45.5208,ens-avg,historical,tasmax,281.3235168457031
1975-01-01,-122.6792,45.5208,ens-avg,historical,tasmax,281.09368896484375
1975-02-01,-122.6792,45.5208,ens-avg,historical,tasmax,284.06927490234375
1975-03-01,-122.6792,45.5208,ens-avg,historical,tasmax,286.10565185546875
1975-04-01,-122.6792,45.5208,ens-avg,historical,tasmax,289.2569885253906
1975-05-01,-122.6792,45.5208,ens-avg,historical,tasmax,293.03021240234375
1975-06-01,-122.6792,45.5208,ens-avg,historical,tasmax,295.92132568359375
1975-07-01,-122.6792,45.5208,ens-avg,historical,tasmax,299.2690734863281
1975-08-01,-122.6792,45.5208,ens-avg,historical,tasmax,299.3981628417969
1975-09-01,-122.6792,45.5208,ens-avg,historical,tasmax,297.027099609375
1975-10-01,-122.6792,45.5208,ens-avg,historical,tasmax,290.5953063964844
1975-11-01,-122.6792,45.5208,ens-avg,historical,tasmax,284.4949951171875
1975-12-01,-122.6792,45.5208,ens-avg,historical,tasmax,280.4404296875
1976-01-01,-122.6792,45.5208,ens-avg,historical,tasmax,281.28924560546875
1976-02-01,-122.6792,45.5208,ens-avg,historical,tasmax,283.306884765625
1976-03-01,-122.6792,45.5208,ens-avg,historical,tasmax,285.8697814941406
1976-04-01,-122.6792,45.5208,ens-avg,historical,tasmax,289.1239318847656
1976-05-01,-122.6792,45.5208,ens-avg,historical,tasmax,293.089599609375
1976-06-01,-122.6792,45.5208,ens-avg,historical,tasmax,296.77032470703125
1976-07-01,-122.6792,45.5208,ens-avg,historical,tasmax,299.9878234863281
1976-08-01,-122.6792,45.5208,ens-avg,historical,tasmax,300.25885009765625
1976-09-01,-122.6792,45.5208,ens-avg,historical,tasmax,297.0419616699219
1976-10-01,-122.6792,45.5208,ens-avg,historical,tasmax,290.7467956542969
1976-11-01,-122.6792,45.5208,ens-avg,historical,tasmax,284.7738952636719
1976-12-01,-122.6792,45.5208,ens-avg,historical,tasmax,281.2344055175781
1977-01-01,-122.6792,45.5208,ens-avg,historical,tasmax,280.5056457519531
1977-02-01,-122.6792,45.5208,ens-avg,historical,tasmax,283.7543640136719
1977-03-01,-122.6792,45.5208,ens-avg,historical,tasmax,286.7618408203125
1977-04-01,-122.6792,45.5208,ens-avg,historical,tasmax,289.2160339355469
1977-05-01,-122.6792,45.5208,ens-avg,historical,tasmax,293.1745910644531
1977-06-01,-122.6792,45.5208,ens-avg,historical,tasmax,296.0539245605469
1977-07-01,-122.6792,45.5208,ens-avg,historical,tasmax,299.8061828613281
1977-08-01,-122.6792,45.5208,ens-avg,historical,tasmax,299.9886779785156
1977-09-01,-122.6792,45.5208,ens-avg,historical,tasmax,297.44073486328125
1977-10-01,-122.6792,45.5208,ens-avg,historical,tasmax,290.65533447265625
1977-11-01,-122.6792,45.5208,ens-avg,historical,tasmax,283.9752502441406
1977-12-01,-122.6792,45.5208,ens-avg,historical,tasmax,281.39532470703125
1978-01-01,-122.6792,45.5208,ens-avg,historical,tasmax,281.3057861328125
1978-02-01,-122.6792,45.5208,ens-avg,historical,tasmax,283.51251220703125
1978-03-01,-122.6792,45.5208,ens-avg,historical,tasmax,286.1470031738281
1978-04-01,-122.6792,45.5208,ens-avg,historical,tasmax,289.3887023925781
1978-05-01,-122.6792,45.5208,ens-avg,historical,tasmax,293.48211669921875
1978-06-01,-122.6792,45.5208,ens-avg,historical,tasmax,296.17010498046875
1978-07-01,-122.6792,45.5208,ens-avg,historical,tasmax,300.3496398925781
1978-08-01,-122.6792,45.5208,ens-avg,historical,tasmax,300.38165283203125
1978-09-01,-122.6792,45.5208,ens-avg,historical,tasmax,297.46624755859375
1978-10-01,-122.6792,45.5208,ens-avg,historical,tasmax,290.98687744140625
1978-11-01,-122.6792,45.5208,ens-avg,historical,tasmax,284.67816162109375
1978-12-01,-122.6792,45.5208,ens-avg,historical,tasmax,281.1601257324219
1979-01-01,-122.6792,45.5208,ens-avg,historical,tasmax,281.15911865234375
1979-02-01,-122.6792,45.5208,ens-avg,historical,tasmax,283.837646484375
1979-03-01,-122.6792,45.5208,ens-avg,historical,tasmax,286.18017578125
1979-04-01,-122.6792,45.5208,ens-avg,historical,tasmax,289.0496520996094
1979-05-01,-122.6792,45.5208,ens-avg,historical,tasmax,292.9137878417969
1979-06-01,-122.6792,45.5208,ens-avg,historical,tasmax,295.7560729980469
1979-07-01,-122.6792,45.5208,ens-avg,historical,tasmax,299.6632995605469
1979-08-01,-122.6792,45.5208,ens-avg,historical,tasmax,300.0419616699219
1979-09-01,-122.6792,45.5208,ens-avg,historical,tasmax,297.5924987792969
1979-10-01,-122.6792,45.5208,ens-avg,historical,tasmax,291.1671447753906
1979-11-01,-122.6792,45.5208,ens-avg,historical,tasmax,284.2444763183594
1979-12-01,-122.6792,45.5208,ens-avg,historical,tasmax,281.1156005859375
1980-01-01,-122.6792,45.5208,ens-avg,historical,tasmax,280.8356628417969
1980-02-01,-122.6792,45.5208,ens-avg,historical,tasmax,283.3052062988281
1980-03-01,-122.6792,45.5208,ens-avg,historical,tasmax,287.0035095214844
1980-04-01,-122.6792,45.5208,ens-avg,historical,tasmax,289.8186340332031
1980-05-01,-122.6792,45.5208,ens-avg,historical,tasmax,293.2154846191406
1980-06-01,-122.6792,45.5208,ens-avg,historical,tasmax,295.7117004394531
1980-07-01,-122.6792,45.5208,ens-avg,historical,tasmax,300.08892822265625
1980-08-01,-122.6792,45.5208,ens-avg,historical,tasmax,299.8913879394531
1980-09-01,-122.6792,45.5208,ens-avg,historical,tasmax,297.08343505859375
1980-10-01,-122.6792,45.5208,ens-avg,historical,tasmax,290.6270751953125
1980-11-01,-122.6792,45.5208,ens-avg,historical,tasmax,284.9801940917969
1980-12-01,-122.6792,45.5208,ens-avg,historical,tasmax,281.1510925292969
1981-01-01,-122.6792,45.5208,ens-avg,historical,tasmax,281.21044921875
1981-02-01,-122.6792,45.5208,ens-avg,historical,tasmax,283.6934509277344
1981-03-01,-122.6792,45.5208,ens-avg,historical,tasmax,286.0699768066406
1981-04-01,-122.6792,45.5208,ens-avg,historical,tasmax,288.93511962890625
1981-05-01,-122.6792,45.5208,ens-avg,historical,tasmax,292.6333923339844
1981-06-01,-122.6792,45.5208,ens-avg,historical,tasmax,296.0465087890625
1981-07-01,-122.6792,45.5208,ens-avg,historical,tasmax,300.2650451660156
1981-08-01,-122.6792,45.5208,ens-avg,historical,tasmax,300.2061462402344
1981-09-01,-122.6792,45.5208,ens-avg,historical,tasmax,297.4228210449219
1981-10-01,-122.6792,45.5208,ens-avg,historical,tasmax,290.7494812011719
1981-11-01,-122.6792,45.5208,ens-avg,historical,tasmax,284.5736999511719
1981-12-01,-122.6792,45.5208,ens-avg,historical,tasmax,281.2364501953125
1982-01-01,-122.6792,45.5208,ens-avg,historical,tasmax,281.29315185546875
1982-02-01,-122.6792,45.5208,ens-avg,historical,tasmax,283.4027404785156
1982-03-01,-122.6792,45.5208,ens-avg,historical,tasmax,286.08355712890625
1982-04-01,-122.6792,45.5208,ens-avg,historical,tasmax,289.2471923828125
1982-05-01,-122.6792,45.5208,ens-avg,historical,tasmax,292.9165954589844
1982-06-01,-122.6792,45.5208,ens-avg,historical,tasmax,296.2109680175781
1982-07-01,-122.6792,45.5208,ens-avg,historical,tasmax,299.31427001953125
1982-08-01,-122.6792,45.5208,ens-avg,historical,tasmax,299.9122009277344
1982-09-01,-122.6792,45.5208,ens-avg,historical,tasmax,297.211669921875
1982-10-01,-122.6792,45.5208,ens-avg,historical,tasmax,290.9566345214844
1982-11-01,-122.6792,45.5208,ens-avg,historical,tasmax,284.09747314453125
1982-12-01,-122.6792,45.5208,ens-avg,historical,tasmax,281.2092590332031
1983-01-01,-122.6792,45.5208,ens-avg,historical,tasmax,280.9823913574219
1983-02-01,-122.6792,45.5208,ens-avg,historical,tasmax,283.514404296875
1983-03-01,-122.6792,45.5208,ens-avg,historical,tasmax,286.5771179199219
1983-04-01,-122.6792,45.5208,ens-avg,historical,tasmax,289.30267333984375
1983-05-01,-122.6792,45.5208,ens-avg,historical,tasmax,292.6600646972656
1983-06-01,-122.6792,45.5208,ens-avg,historical,tasmax,296.2256164550781
1983-07-01,-122.6792,45.5208,ens-avg,historical,tasmax,299.5596008300781
1983-08-01,-122.6792,45.5208,ens-avg,historical,tasmax,299.5403137207031
1983-09-01,-122.6792,45.5208,ens-avg,historical,tasmax,296.8560791015625
1983-10-01,-122.6792,45.5208,ens-avg,historical,tasmax,290.301025390625
1983-11-01,-122.6792,45.5208,ens-avg,historical,tasmax,284.2527770996094
1983-12-01,-122.6792,45.5208,ens-avg,historical,tasmax,280.8246154785156
1984-01-01,-122.6792,45.5208,ens-avg,historical,tasmax,280.9797668457031
1984-02-01,-122.6792,45.5208,ens-avg,historical,tasmax,283.69000244140625
1984-03-01,-122.6792,45.5208,ens-avg,historical,tasmax,286.0224914550781
1984-04-01,-122.6792,45.5208,ens-avg,historical,tasmax,288.9977722167969
1984-05-01,-122.6792,45.5208,ens-avg,historical,tasmax,293.2009582519531
1984-06-01,-122.6792,45.5208,ens-avg,historical,tasmax,296.263916015625
1984-07-01,-122.6792,45.5208,ens-avg,historical,tasmax,299.3905944824219
1984-08-01,-122.6792,45.5208,ens-avg,historical,tasmax,300.1165466308594
1984-09-01,-122.6792,45.5208,ens-avg,historical,tasmax,297.384521484375
1984-10-01,-122.6792,45.5208,ens-avg,historical,tasmax,290.83465576171875
1984-11-01,-122.6792,45.5208,ens-avg,historical,tasmax,284.4775085449219
1984-12-01,-122.6792,45.5208,ens-avg,historical,tasmax,280.5465393066406
1985-01-01,-122.6792,45.5208,ens-avg,historical,tasmax,279.9918518066406
1985-02-01,-122.6792,45.5208,ens-avg,historical,tasmax,283.6920471191406
1985-03-01,-122.6792,45.5208,ens-avg,historical,tasmax,286.24285888671875
1985-04-01,-122.6792,45.5208,ens-avg,historical,tasmax,288.80157470703125
1985-05-01,-122.6792,45.5208,ens-avg,historical,tasmax,292.93585205078125
1985-06-01,-122.6792,45.5208,ens-avg,historical,tasmax,296.2980041503906
1985-07-01,-122.6792,45.5208,ens-avg,historical,tasmax,300.21697998046875
1985-08-01,-122.6792,45.5208,ens-avg,historical,tasmax,299.94769287109375
1985-09-01,-122.6792,45.5208,ens-avg,historical,tasmax,297.6818542480469
1985-10-01,-122.6792,45.5208,ens-avg,historical,tasmax,290.8595275878906
1985-11-01,-122.6792,45.5208,ens-avg,historical,tasmax,284.434814453125
1985-12-01,-122.6792,45.5208,ens-avg,historical,tasmax,280.8175354003906
1986-01-01,-122.6792,45.5208,ens-avg,historical,tasmax,280.8880310058594
1986-02-01,-122.6792,45.5208,ens-avg,historical,tasmax,284.0094909667969
1986-03-01,-122.6792,45.5208,ens-avg,historical,tasmax,286.94580078125
1986-04-01,-122.6792,45.5208,ens-avg,historical,tasmax,289.4739685058594
1986-05-01,-122.6792,45.5208,ens-avg,historical,tasmax,293.2225036621094
1986-06-01,-122.6792,45.5208,ens-avg,historical,tasmax,296.83123779296875
1986-07-01,-122.6792,45.5208,ens-avg,historical,tasmax,300.71185302734375
1986-08-01,-122.6792,45.5208,ens-avg,historical,tasmax,300.0059509277344
1986-09-01,-122.6792,45.5208,ens-avg,historical,tasmax,297.45391845703125
1986-10-01,-122.6792,45.5208,ens-avg,historical,tasmax,291.0974426269531
1986-11-01,-122.6792,45.5208,ens-avg,historical,tasmax,284.5848083496094
1986-12-01,-122.6792,45.5208,ens-avg,historical,tasmax,281.1165466308594
1987-01-01,-122.6792,45.5208,ens-avg,historical,tasmax,280.71453857421875
1987-02-01,-122.6792,45.5208,ens-avg,historical,tasmax,283.57177734375
1987-03-01,-122.6792,45.5208,ens-avg,historical,tasmax,286.41046142578125
1987-04-01,-122.6792,45.5208,ens-avg,historical,tasmax,289.2114562988281
1987-05-01,-122.6792,45.5208,ens-avg,historical,tasmax,292.5746765136719
1987-06-01,-122.6792,45.5208,ens-avg,historical,tasmax,295.8638610839844
1987-07-01,-122.6792,45.5208,ens-avg,historical,tasmax,299.6492614746094
1987-08-01,-122.6792,45.5208,ens-avg,historical,tasmax,299.76788330078125
1987-09-01,-122.6792,45.5208,ens-avg,historical,tasmax,297.9073486328125
1987-10-01,-122.6792,45.5208,ens-avg,historical,tasmax,290.89581298828125
1987-11-01,-122.6792,45.5208,ens-avg,historical,tasmax,284.91094970703125
1987-12-01,-122.6792,45.5208,ens-avg,historical,tasmax,280.74713134765625
1988-01-01,-122.6792,45.5208,ens-avg,historical,tasmax,281.2929382324219
1988-02-01,-122.6792,45.5208,ens-avg,historical,tasmax,283.7521057128906
1988-03-01,-122.6792,45.5208,ens-avg,historical,tasmax,285.92266845703125
1988-04-01,-122.6792,45.5208,ens-avg,historical,tasmax,288.8825988769531
1988-05-01,-122.6792,45.5208,ens-avg,historical,tasmax,292.8271484375
1988-06-01,-122.6792,45.5208,ens-avg,historical,tasmax,296.29193115234375
1988-07-01,-122.6792,45.5208,ens-avg,historical,tasmax,300.0953674316406
1988-08-01,-122.6792,45.5208,ens-avg,historical,tasmax,299.5997314453125
1988-09-01,-122.6792,45.5208,ens-avg,historical,tasmax,297.58062744140625
1988-10-01,-122.6792,45.5208,ens-avg,historical,tasmax,291.16363525390625
1988-11-01,-122.6792,45.5208,ens-avg,historical,tasmax,285.23980712890625
1988-12-01,-122.6792,45.5208,ens-avg,historical,tasmax,280.99822998046875
1989-01-01,-122.6792,45.5208,ens-avg,historical,tasmax,280.6810607910156
1989-02-01,-122.6792,45.5208,ens-avg,historical,tasmax,283.7615661621094
1989-03-01,-122.6792,45.5208,ens-avg,historical,tasmax,286.5100402832031
1989-04-01,-122.6792,45.5208,ens-avg,historical,tasmax,289.3043212890625
1989-05-01,-122.6792,45.5208,ens-avg,historical,tasmax,293.3313293457031
1989-06-01,-122.6792,45.5208,ens-avg,historical,tasmax,296.4264831542969
1989-07-01,-122.6792,45.5208,ens-avg,historical,tasmax,300.3766784667969
1989-08-01,-122.6792,45.5208,ens-avg,historical,tasmax,300.0586242675781
1989-09-01,-122.6792,45.5208,ens-avg,historical,tasmax,297.278076171875
1989-10-01,-122.6792,45.5208,ens-avg,historical,tasmax,291.3507995605469
1989-11-01,-122.6792,45.5208,ens-avg,historical,tasmax,284.76556396484375
1989-12-01,-122.6792,45.5208,ens-avg,historical,tasmax,281.1726989746094
1990-01-01,-122.6792,45.5208,ens-avg,historical,tasmax,280.9909362792969
1990-02-01,-122.6792,45.5208,ens-avg,historical,tasmax,283.94378662109375
1990-03-01,-122.6792,45.5208,ens-avg,historical,tasmax,286.1855163574219
1990-04-01,-122.6792,45.5208,ens-avg,historical,tasmax,289.3059387207031
1990-05-01,-122.6792,45.5208,ens-avg,historical,tasmax,293.2587890625
1990-06-01,-122.6792,45.5208,ens-avg,historical,tasmax,296.6223449707031
1990-07-01,-122.6792,45.5208,ens-avg,historical,tasmax,299.814453125
1990-08-01,-122.6792,45.5208,ens-avg,historical,tasmax,300.395263671875
1990-09-01,-122.6792,45.5208,ens-avg,historical,tasmax,297.07421875
1990-10-01,-122.6792,45.5208,ens-avg,historical,tasmax,290.6178283691406
1990-11-01,-122.6792,45.5208,ens-avg,historical,tasmax,284.5835266113281
1990-12-01,-122.6792,45.5208,ens-avg,historical,tasmax,281.0589294433594
1991-01-01,-122.6792,45.5208,ens-avg,historical,tasmax,281.3764343261719
1991-02-01,-122.6792,45.5208,ens-avg,historical,tasmax,284.1595153808594
1991-03-01,-122.6792,45.5208,ens-avg,historical,tasmax,286.3645935058594
1991-04-01,-122.6792,45.5208,ens-avg,historical,tasmax,289.5920104980469
1991-05-01,-122.6792,45.5208,ens-avg,historical,tasmax,292.4999694824219
1991-06-01,-122.6792,45.5208,ens-avg,historical,tasmax,296.2048034667969
1991-07-01,-122.6792,45.5208,ens-avg,historical,tasmax,300.68310546875
1991-08-01,-122.6792,45.5208,ens-avg,historical,tasmax,300.02435302734375
1991-09-01,-122.6792,45.5208,ens-avg,historical,tasmax,297.05621337890625
1991-10-01,-122.6792,45.5208,ens-avg,historical,tasmax,290.4120788574219
1991-11-01,-122.6792,45.5208,ens-avg,historical,tasmax,284.5414733886719
1991-12-01,-122.6792,45.5208,ens-avg,historical,tasmax,280.9168701171875
1992-01-01,-122.6792,45.5208,ens-avg,historical,tasmax,281.2889099121094
1992-02-01,-122.6792,45.5208,ens-avg,historical,tasmax,283.9529113769531
1992-03-01,-122.6792,45.5208,ens-avg,historical,tasmax,286.830078125
1992-04-01,-122.6792,45.5208,ens-avg,historical,tasmax,289.654541015625
1992-05-01,-122.6792,45.5208,ens-avg,historical,tasmax,292.84228515625
1992-06-01,-122.6792,45.5208,ens-avg,historical,tasmax,295.6837158203125
1992-07-01,-122.6792,45.5208,ens-avg,historical,tasmax,299.47259521484375
1992-08-01,-122.6792,45.5208,ens-avg,historical,tasmax,300.190185546875
1992-09-01,-122.6792,45.5208,ens-avg,historical,tasmax,297.76611328125
1992-10-01,-122.6792,45.5208,ens-avg,historical,tasmax,290.6614990234375
1992-11-01,-122.6792,45.5208,ens-avg,historical,tasmax,284.4329528808594
1992-12-01,-122.6792,45.5208,ens-avg,historical,tasmax,281.3437805175781
1993-01-01,-122.6792,45.5208,ens-avg,historical,tasmax,280.32275390625
1993-02-01,-122.6792,45.5208,ens-avg,historical,tasmax,283.7846374511719
1993-03-01,-122.6792,45.5208,ens-avg,historical,tasmax,286.9060974121094
1993-04-01,-122.6792,45.5208,ens-avg,historical,tasmax,289.187744140625
1993-05-01,-122.6792,45.5208,ens-avg,historical,tasmax,292.6940612792969
1993-06-01,-122.6792,45.5208,ens-avg,historical,tasmax,296.1973876953125
1993-07-01,-122.6792,45.5208,ens-avg,historical,tasmax,299.70697021484375
1993-08-01,-122.6792,45.5208,ens-avg,historical,tasmax,300.224853515625
1993-09-01,-122.6792,45.5208,ens-avg,historical,tasmax,297.13037109375
1993-10-01,-122.6792,45.5208,ens-avg,historical,tasmax,290.63067626953125
1993-11-01,-122.6792,45.5208,ens-avg,historical,tasmax,284.664794921875
1993-12-01,-122.6792,45.5208,ens-avg,historical,tasmax,281.2747802734375
1994-01-01,-122.6792,45.5208,ens-avg,historical,tasmax,281.4632263183594
1994-02-01,-122.6792,45.5208,ens-avg,historical,tasmax,283.9196472167969
1994-03-01,-122.6792,45.5208,ens-avg,historical,tasmax,286.3713073730469
1994-04-01,-122.6792,45.5208,ens-avg,historical,tasmax,289.5493469238281
1994-05-01,-122.6792,45.5208,ens-avg,historical,tasmax,292.93609619140625
1994-06-01,-122.6792,45.5208,ens-avg,historical,tasmax,296.38372802734375
1994-07-01,-122.6792,45.5208,ens-avg,historical,tasmax,299.5660400390625
1994-08-01,-122.6792,45.5208,ens-avg,historical,tasmax,299.7386169433594
1994-09-01,-122.6792,45.5208,ens-avg,historical,tasmax,297.2873840332031
1994-10-01,-122.6792,45.5208,ens-avg,historical,tasmax,290.95599365234375
1994-11-01,-122.6792,45.5208,ens-avg,historical,tasmax,284.6123352050781
1994-12-01,-122.6792,45.5208,ens-avg,historical,tasmax,280.58984375
1995-01-01,-122.6792,45.5208,ens-avg,historical,tasmax,280.5885314941406
1995-02-01,-122.6792,45.5208,ens-avg,historical,tasmax,283.6603088378906
1995-03-01,-122.6792,45.5208,ens-avg,historical,tasmax,286.71453857421875
1995-04-01,-122.6792,45.5208,ens-avg,historical,tasmax,288.8503723144531
1995-05-01,-122.6792,45.5208,ens-avg,historical,tasmax,293.0356140136719
1995-06-01,-122.6792,45.5208,ens-avg,historical,tasmax,296.3333740234375
1995-07-01,-122.6792,45.5208,ens-avg,historical,tasmax,299.78704833984375
1995-08-01,-122.6792,45.5208,ens-avg,historical,tasmax,300.298095703125
1995-09-01,-122.6792,45.5208,ens-avg,historical,tasmax,296.9776306152344
1995-10-01,-122.6792,45.5208,ens-avg,historical,tasmax,291.0538330078125
1995-11-01,-122.6792,45.5208,ens-avg,historical,tasmax,284.7467346191406
1995-12-01,-122.6792,45.5208,ens-avg,historical,tasmax,281.09613037109375
1996-01-01,-122.6792,45.5208,ens-avg,historical,tasmax,281.4244384765625
1996-02-01,-122.6792,45.5208,ens-avg,historical,tasmax,283.4953308105469
1996-03-01,-122.6792,45.5208,ens-avg,historical,tasmax,285.96490478515625
1996-04-01,-122.6792,45.5208,ens-avg,historical,tasmax,289.16546630859375
1996-05-01,-122.6792,45.5208,ens-avg,historical,tasmax,293.3861999511719
1996-06-01,-122.6792,45.5208,ens-avg,historical,tasmax,296.51885986328125
1996-07-01,-122.6792,45.5208,ens-avg,historical,tasmax,300.2857360839844
1996-08-01,-122.6792,45.5208,ens-avg,historical,tasmax,300.6855773925781
1996-09-01,-122.6792,45.5208,ens-avg,historical,tasmax,297.5346374511719
1996-10-01,-122.6792,45.5208,ens-avg,historical,tasmax,290.9850158691406
1996-11-01,-122.6792,45.5208,ens-avg,historical,tasmax,283.8363037109375
1996-12-01,-122.6792,45.5208,ens-avg,historical,tasmax,281.27734375
1997-01-01,-122.6792,45.5208,ens-avg,historical,tasmax,280.8309020996094
1997-02-01,-122.6792,45.5208,ens-avg,historical,tasmax,283.74383544921875
1997-03-01,-122.6792,45.5208,ens-avg,historical,tasmax,286.3414611816406
1997-04-01,-122.6792,45.5208,ens-avg,historical,tasmax,289.4471435546875
1997-05-01,-122.6792,45.5208,ens-avg,historical,tasmax,293.0228271484375
1997-06-01,-122.6792,45.5208,ens-avg,historical,tasmax,296.6068115234375
1997-07-01,-122.6792,45.5208,ens-avg,historical,tasmax,300.50799560546875
1997-08-01,-122.6792,45.5208,ens-avg,historical,tasmax,300.3013000488281
1997-09-01,-122.6792,45.5208,ens-avg,historical,tasmax,297.7457275390625
1997-10-01,-122.6792,45.5208,ens-avg,historical,tasmax,290.7362060546875
1997-11-01,-122.6792,45.5208,ens-avg,historical,tasmax,284.78289794921875
1997-12-01,-122.6792,45.5208,ens-avg,historical,tasmax,281.8288269042969
1998-01-01,-122.6792,45.5208,ens-avg,historical,tasmax,281.8432922363281
1998-02-01,-122.6792,45.5208,ens-avg,historical,tasmax,284.3038635253906
1998-03-01,-122.6792,45.5208,ens-avg,historical,tasmax,286.901611328125
1998-04-01,-122.6792,45.5208,ens-avg,historical,tasmax,289.4190979003906
1998-05-01,-122.6792,45.5208,ens-avg,historical,tasmax,292.9989013671875
1998-06-01,-122.6792,45.5208,ens-avg,historical,tasmax,296.5496520996094
1998-07-01,-122.6792,45.5208,ens-avg,historical,tasmax,300.7633056640625
1998-08-01,-122.6792,45.5208,ens-avg,historical,tasmax,300.63055419921875
1998-09-01,-122.6792,45.5208,ens-avg,historical,tasmax,297.6447448730469
1998-10-01,-122.6792,45.5208,ens-avg,historical,tasmax,290.87908935546875
1998-11-01,-122.6792,45.5208,ens-avg,historical,tasmax,285.1451110839844
1998-12-01,-122.6792,45.5208,ens-avg,historical,tasmax,280.9840393066406
1999-01-01,-122.6792,45.5208,ens-avg,historical,tasmax,281.39990234375
1999-02-01,-122.6792,45.5208,ens-avg,historical,tasmax,284.23468017578125
1999-03-01,-122.6792,45.5208,ens-avg,historical,tasmax,286.6695251464844
1999-04-01,-122.6792,45.5208,ens-avg,historical,tasmax,289.5904846191406
1999-05-01,-122.6792,45.5208,ens-avg,historical,tasmax,293.2573547363281
1999-06-01,-122.6792,45.5208,ens-avg,historical,tasmax,296.56243896484375
1999-07-01,-122.6792,45.5208,ens-avg,historical,tasmax,300.6923522949219
1999-08-01,-122.6792,45.5208,ens-avg,historical,tasmax,300.534912109375
1999-09-01,-122.6792,45.5208,ens-avg,historical,tasmax,297.62969970703125
1999-10-01,-122.6792,45.5208,ens-avg,historical,tasmax,290.8916015625
1999-11-01,-122.6792,45.5208,ens-avg,historical,tasmax,285.24151611328125
1999-12-01,-122.6792,45.5208,ens-avg,historical,tasmax,281.2373962402344
2000-01-01,-122.6792,45.5208,ens-avg,historical,tasmax,281.3782043457031
2000-02-01,-122.6792,45.5208,ens-avg,historical,tasmax,283.7438049316406
2000-03-01,-122.6792,45.5208,ens-avg,historical,tasmax,287.0918273925781
2000-04-01,-122.6792,45.5208,ens-avg,historical,tasmax,289.618408203125
2000-05-01,-122.6792,45.5208,ens-avg,historical,tasmax,293.24114990234375
2000-06-01,-122.6792,45.5208,ens-avg,historical,tasmax,296.6392822265625
2000-07-01,-122.6792,45.5208,ens-avg,historical,tasmax,300.3804016113281
2000-08-01,-122.6792,45.5208,ens-avg,historical,tasmax,300.4543151855469
2000-09-01,-122.6792,45.5208,ens-avg,historical,tasmax,297.6140441894531
2000-10-01,-122.6792,45.5208,ens-avg,historical,tasmax,291.1574401855469
2000-11-01,-122.6792,45.5208,ens-avg,historical,tasmax,284.760986328125
2000-12-01,-122.6792,45.5208,ens-avg,historical,tasmax,281.37908935546875
2001-01-01,-122.6792,45.5208,ens-avg,historical,tasmax,281.1131896972656
2001-02-01,-122.6792,45.5208,ens-avg,historical,tasmax,284.3273620605469
2001-03-01,-122.6792,45.5208,ens-avg,historical,tasmax,286.60943603515625
2001-04-01,-122.6792,45.5208,ens-avg,historical,tasmax,290.023681640625
2001-05-01,-122.6792,45.5208,ens-avg,historical,tasmax,293.93426513671875
2001-06-01,-122.6792,45.5208,ens-avg,historical,tasmax,296.3860778808594
2001-07-01,-122.6792,45.5208,ens-avg,historical,tasmax,300.7881774902344
2001-08-01,-122.6792,45.5208,ens-avg,historical,tasmax,300.8289794921875
2001-09-01,-122.6792,45.5208,ens-avg,historical,tasmax,297.7240295410156
2001-10-01,-122.6792,45.5208,ens-avg,historical,tasmax,291.2043762207031
2001-11-01,-122.6792,45.5208,ens-avg,historical,tasmax,285.262451171875
2001-12-01,-122.6792,45.5208,ens-avg,historical,tasmax,281.3746643066406
2002-01-01,-122.6792,45.5208,ens-avg,historical,tasmax,281.5733642578125
2002-02-01,-122.6792,45.5208,ens-avg,historical,tasmax,284.2317199707031
2002-03-01,-122.6792,45.5208,ens-avg,historical,tasmax,286.90496826171875
2002-04-01,-122.6792,45.5208,ens-avg,historical,tasmax,289.89129638671875
2002-05-01,-122.6792,45.5208,ens-avg,historical,tasmax,293.96783447265625
2002-06-01,-122.6792,45.5208,ens-avg,historical,tasmax,297.2107849121094
2002-07-01,-122.6792,45.5208,ens-avg,historical,tasmax,300.57855224609375
2002-08-01,-122.6792,45.5208,ens-avg,historical,tasmax,300.97637939453125
2002-09-01,-122.6792,45.5208,ens-avg,historical,tasmax,297.9374084472656
2002-10-01,-122.6792,45.5208,ens-avg,historical,tasmax,291.2539367675781
2002-11-01,-122.6792,45.5208,ens-avg,historical,tasmax,284.9815673828125
2002-12-01,-122.6792,45.5208,ens-avg,historical,tasmax,281.70068359375
2003-01-01,-122.6792,45.5208,ens-avg,historical,tasmax,281.3487548828125
2003-02-01,-122.6792,45.5208,ens-avg,historical,tasmax,283.8992919921875
2003-03-01,-122.6792,45.5208,ens-avg,historical,tasmax,287.005615234375
